"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGALG00000010891",5.25818512606498,1.36300934606442,0.473397519319137,2.87920677747693,0.00398676842072349,0.0438985483099053
"ENSGALG00000010997",1754.28745493496,-1.32732439284114,0.298001960037304,-4.45407940496426,8.42539168865489e-06,0.000556350688699945
"ENSGALG00000011190",245.064993610349,1.17943277420681,0.327061155398091,3.6061536343906,0.00031076918864561,0.0076003724691305
"ENSGALG00000011219",8.65537437576488,-2.75734645211202,0.669172234795818,-4.12053326293994,3.77996487321669e-05,0.00164876612150308
"ENSGALG00000011277",24.4940732185884,1.68894953591368,0.597559926568285,2.82641030768766,0.00470729247660323,0.0489651001069656
"ENSGALG00000011633",37.7218990970139,1.56775200528505,0.305651500405304,5.12921416451796,2.90954185563091e-07,4.92410863646975e-05
"ENSGALG00000011668",33.8492699089593,2.41721658165034,0.413523284511574,5.84541831666236,5.05296841806194e-09,1.63930431648302e-06
"ENSGALG00000011742",7.95094284682615,-1.74299576651569,0.482102602051357,-3.61540418802804,0.000299879372256828,0.00746847020498377
"ENSGALG00000012076",47.8672845268847,1.27255790109003,0.275148030727766,4.62499367240286,3.74609837003101e-06,0.000303344348394282
"ENSGALG00000012464",3.97355031511844,2.04735832255357,0.70888217017179,2.88815039889832,0.00387514534550355,0.0428646796256876
"ENSGALG00000012577",178.39558196074,1.14289536692995,0.211782457485127,5.39655352242864,6.79331533912859e-08,1.49057050987377e-05
"ENSGALG00000012593",4.48676424195838,2.40298568949618,0.841447241559781,2.85577701228397,0.00429316536483635,0.0460440625060142
"ENSGALG00000012754",2.62033418903664,-2.00285029504837,0.68857453490744,-2.90869062608829,0.00362945830016566,0.0414193879109937
"ENSGALG00000012997",93.5133957916286,-1.30122299718971,0.299088765149394,-4.3506247937456,1.357501691083e-05,0.000814693568081156
"ENSGALG00000013083",6.5747513743536,2.34114025484879,0.540593669789176,4.33068381241276,1.4864700093415e-05,0.000867483394417087
